date,Usage_kWh,Lagging_Current_Reactive.Power_kVarh,Leading_Current_Reactive_Power_kVarh,CO2(tCO2),Lagging_Current_Power_Factor,Leading_Current_Power_Factor,NSM,WeekStatus,Day_of_week,Load_Type,id
,3.24,3.42,0.0,0.0,68.77,,18000.0,Weekday,Tuesday,,5150
02/01/2018 05:15,3.46,3.78,0.0,0.0,67.52,100.0,18900.0,Weekday,Tuesday,,554
02/01/2018 05:30,3.67,4.07,0.0,0.0,66.97,100.0,19800.0,Weekday,Tuesday,,6325
02/01/2018 05:45,3.24,3.42,0.0,0.0,68.77,100.0,20700.0,Weekday,Tuesday,Light_Load,6700
02/01/2018 06:00,3.67,3.96,0.0,0.0,67.97,100.0,21600.0,Weekday,Tuesday,Light_Load,3266
02/01/2018 06:15,3.53,3.78,0.0,0.0,68.25,100.0,22500.0,Weekday,Tuesday,Light_Load,7532
,3.2,3.24,0.0,0.0,70.27,100.0,23400.0,,Tuesday,Light_Load,3630
02/01/2018 06:45,-1571.8,4.07,,0.0,68.05,100.0,24300.0,Weekday,Tuesday,Light_Load,9231
02/01/2018 07:00,3.35,3.35,0.0,0.0,70.71,100.0,,Weekday,Tuesday,Light_Load,3820
02/01/2018 07:15,3.53,3.49,0.0,0.0,71.11,100.0,26100.0,Weekday,Tuesday,Light_Load,2410
02/01/2018 07:30,6.3,4.57,0.0,0.0,,100.0,27000.0,Weekday,Tuesday,Light_Load,7955
02/01/2018 07:45,6.05,4.79,0.0,0.0,78.4,100.0,27900.0,Weekday,Tuesday,Light_Load,881
02/01/2018 08:00,6.73,4.54,0.0,0.0,82.9,100.0,28800.0,Weekday,,Light_Load,248
02/01/2018 08:15,29.02,18.83,0.07,0.0,200.0,100.0,29700.0,Weekday,Tuesday,Light_Load,4649
02/01/2018 08:30,46.19,28.66,0.0,0.0,84.97,100.0,30600.0,Weekday,Tuesday,Light_Load,859
02/01/2018 08:45,52.06,35.32,0.0,0.0,82.75,100.0,31500.0,Weekday,Tuesday,Light_Load,5274
02/01/2018 09:00,56.2,12.53,0.11,0.0,97.6,100.0,32400.0,Weekday,Tuesday,Light_Load,25
02/01/2018 09:15,56.84,8.32,0.0,0.0,98.95,100.0,33300.0,Weekday,Tuesday,Medium_Load,6622
02/01/2018 09:30,51.26,4.54,0.94,0.0,,99.98,34200.0,Weekday,Tuesday,Medium_Load,3778
02/01/2018 09:45,48.13,,1.15,0.0,99.88,99.97,35100.0,Weekday,Tuesday,Medium_Load,7347
02/01/2018 10:00,52.81,7.06,0.54,0.0,,99.99,36000.0,Weekday,Tuesday,Medium_Load,153
,54.79,7.52,0.14,0.0,99.07,100.0,36900.0,Weekday,Tuesday,Maximum_Load,9390
02/01/2018 10:30,,8.35,,,,100.0,37800.0,Weekday,Tuesday,Maximum_Load,5436
02/01/2018 10:45,-1571.8,32.4,0.0,0.0,92.72,100.0,,Weekday,Tuesday,Maximum_Load,2561
02/01/2018 11:00,77.58,,0.0,0.0,95.0,100.0,39600.0,,Tuesday,,7895
02/01/2018 11:15,,70.85,,0.0,87.57,100.0,40500.0,Weekday,Tuesday,Maximum_Load,6751
02/01/2018 11:30,144.47,78.48,0.0,,87.87,100.0,41400.0,Weekday,Tuesday,Maximum_Load,8680
02/01/2018 11:45,90.86,54.29,0.0,0.0,85.84,100.0,,Weekday,Tuesday,Maximum_Load,412
02/01/2018 12:00,,66.06,0.0,0.0,,100.0,43200.0,Weekday,Tuesday,Maximum_Load,3514
02/01/2018 12:15,-1571.8,5.54,18.9,,96.09,,44100.0,Weekday,Tuesday,Medium_Load,8164
,8.46,0.0,25.92,0.0,100.0,31.03,45000.0,Weekday,,,1412
02/01/2018 12:45,8.24,0.0,25.34,0.0,100.0,30.92,45900.0,Weekday,Tuesday,Medium_Load,4371
02/01/2018 13:00,8.03,,25.49,0.0,100.0,30.05,46800.0,Weekday,Tuesday,Medium_Load,2239
02/01/2018 13:15,79.67,27.29,6.52,0.0,94.6,99.67,47700.0,Weekday,Tuesday,Medium_Load,6458
02/01/2018 13:30,,,0.0,,90.21,100.0,48600.0,Weekday,Tuesday,Medium_Load,5667
02/01/2018 13:45,124.45,49.79,0.0,0.0,92.85,100.0,49500.0,Weekday,Tuesday,,3811
02/01/2018 14:00,108.61,43.34,0.0,0.0,92.88,,50400.0,Weekday,Tuesday,Medium_Load,9804
02/01/2018 14:15,123.12,,0.0,0.0,91.23,100.0,51300.0,Weekday,,Medium_Load,9531
02/01/2018 14:30,129.1,53.5,0.0,0.0,92.38,100.0,52200.0,Weekday,Tuesday,Medium_Load,7495
02/01/2018 14:45,82.08,,0.0,0.0,,100.0,53100.0,Weekday,Tuesday,Medium_Load,1941
02/01/2018 15:00,143.89,60.91,0.0,0.0,92.09,100.0,54000.0,Weekday,Tuesday,Medium_Load,9426
02/01/2018 15:15,86.9,34.27,0.0,0.0,93.03,,54900.0,Weekday,Tuesday,Medium_Load,4687
02/01/2018 15:30,141.44,62.57,0.0,0.0,,100.0,55800.0,Weekday,Tuesday,Medium_Load,9181
02/01/2018 15:45,116.53,52.88,0.0,0.0,,100.0,56700.0,Weekday,Tuesday,,980
02/01/2018 16:00,129.31,61.16,0.0,0.0,90.4,100.0,57600.0,Weekday,,Medium_Load,168
02/01/2018 16:15,136.44,56.77,0.0,0.0,92.33,100.0,58500.0,Weekday,Tuesday,Medium_Load,2612
02/01/2018 16:30,,34.85,0.0,0.0,92.64,,59400.0,Weekday,Tuesday,Medium_Load,6745
,-1571.8,65.27,,,200.0,100.0,60300.0,Weekday,Tuesday,Medium_Load,863
02/01/2018 17:00,-1571.8,,0.0,0.0,94.27,100.0,61200.0,Weekday,Tuesday,Medium_Load,2236
02/01/2018 17:15,67.25,25.81,0.0,0.0,93.36,100.0,62100.0,Weekday,Tuesday,Maximum_Load,1141
02/01/2018 17:30,115.78,50.04,0.0,0.0,91.79,100.0,63000.0,Weekday,Tuesday,Maximum_Load,8830
02/01/2018 17:45,113.11,34.63,0.0,0.0,,100.0,,Weekday,Tuesday,,4882
02/01/2018 18:00,,11.74,1.04,,98.85,99.99,64800.0,Weekday,Tuesday,Maximum_Load,3398
02/01/2018 18:15,41.9,15.23,0.14,0.0,93.98,100.0,65700.0,Weekday,Tuesday,,6115
02/01/2018 18:30,37.4,19.94,0.0,0.0,,100.0,66600.0,Weekday,Tuesday,Maximum_Load,9812
02/01/2018 18:45,40.25,8.82,0.5,,97.68,99.99,67500.0,,Tuesday,Maximum_Load,9284
02/01/2018 19:00,34.92,1.98,1.58,0.0,99.84,99.9,68400.0,Weekday,Tuesday,,9577
02/01/2018 19:15,41.36,6.44,0.43,0.0,98.81,99.99,69300.0,Weekday,Tuesday,Maximum_Load,9355
02/01/2018 19:30,35.96,2.52,,0.0,,99.93,70200.0,Weekday,Tuesday,Maximum_Load,9850
02/01/2018 19:45,39.42,5.29,0.47,0.0,99.11,99.99,71100.0,Weekday,Tuesday,Maximum_Load,4592
02/01/2018 20:00,38.16,4.68,0.5,0.0,99.26,99.99,72000.0,Weekday,Tuesday,Maximum_Load,6231
02/01/2018 20:15,33.23,1.51,3.96,0.0,99.9,99.3,72900.0,Weekday,Tuesday,Medium_Load,5158
02/01/2018 20:30,25.88,0.0,12.13,0.0,,90.55,73800.0,Weekday,Tuesday,Medium_Load,7575
02/01/2018 20:45,10.84,0.0,23.22,0.0,100.0,42.3,74700.0,Weekday,Tuesday,,181
02/01/2018 21:00,9.29,0.0,23.51,0.0,100.0,36.75,,Weekday,Tuesday,,2132
02/01/2018 21:15,6.98,0.0,25.16,0.0,100.0,26.73,76500.0,Weekday,Tuesday,Medium_Load,5834
02/01/2018 21:30,5.11,0.0,26.5,0.0,100.0,18.93,77400.0,Weekday,Tuesday,Medium_Load,9388
02/01/2018 21:45,5.08,0.0,26.42,0.0,100.0,18.88,78300.0,Weekday,Tuesday,Medium_Load,5190
02/01/2018 22:00,5.04,0.0,26.46,0.0,100.0,18.71,79200.0,Weekday,Tuesday,Medium_Load,5232
02/01/2018 22:15,,1.84,15.44,0.0,93.69,30.42,80100.0,Weekday,Tuesday,Maximum_Load,6073
02/01/2018 22:30,4.64,5.22,0.0,0.0,66.44,100.0,81000.0,Weekday,Tuesday,Maximum_Load,7805
02/01/2018 22:45,4.68,5.18,0.0,0.0,,100.0,81900.0,Weekday,Tuesday,Maximum_Load,3807
02/01/2018 23:00,4.68,,0.0,0.0,,100.0,82800.0,Weekday,Tuesday,Maximum_Load,2200
,4.57,4.54,0.0,0.0,70.94,100.0,83700.0,Weekday,Tuesday,Light_Load,4780
02/01/2018 23:30,4.57,4.25,0.0,0.0,73.23,100.0,84600.0,Weekday,Tuesday,Light_Load,7532
02/01/2018 23:45,4.54,4.25,0.0,0.0,,100.0,,Weekday,Tuesday,Light_Load,4627
02/01/2018 00:00,,,0.0,0.0,,100.0,,Weekday,,Light_Load,8936
03/01/2018 00:15,4.61,4.61,0.0,,70.71,100.0,900.0,Weekday,Wednesday,Light_Load,7594
03/01/2018 00:30,4.61,4.54,,0.0,71.25,100.0,1800.0,Weekday,Wednesday,,6037
,-1571.8,4.5,0.0,0.0,71.25,100.0,2700.0,Weekday,Wednesday,Light_Load,2859
,4.57,4.61,0.0,0.0,70.4,100.0,,Weekday,Wednesday,Light_Load,9262
03/01/2018 01:15,4.64,4.46,0.0,0.0,72.1,100.0,4500.0,Weekday,Wednesday,,4982
03/01/2018 01:30,4.64,4.57,0.0,0.0,71.25,100.0,5400.0,Weekday,Wednesday,Light_Load,3808
,-1571.8,4.79,0.0,0.0,69.34,100.0,6300.0,Weekday,Wednesday,Light_Load,3612
03/01/2018 02:00,4.57,4.5,0.0,0.0,71.25,100.0,7200.0,Weekday,Wednesday,Light_Load,2959
03/01/2018 02:15,4.61,4.39,0.0,0.0,72.42,100.0,8100.0,Weekday,Wednesday,,9247
03/01/2018 02:30,4.64,4.75,0.0,0.0,69.88,,9000.0,Weekday,Wednesday,Light_Load,4115
03/01/2018 02:45,-1571.8,4.75,0.0,0.0,69.88,100.0,9900.0,Weekday,Wednesday,,683
03/01/2018 03:00,4.57,4.75,0.0,0.0,69.33,100.0,10800.0,Weekday,,Light_Load,2709
03/01/2018 03:15,4.64,5.11,0.0,0.0,67.22,100.0,11700.0,Weekday,Wednesday,Light_Load,1550
03/01/2018 03:30,4.64,,0.0,0.0,70.1,100.0,12600.0,Weekday,Wednesday,Light_Load,4404
03/01/2018 03:45,4.68,4.68,0.0,0.0,,100.0,13500.0,Weekday,Wednesday,Light_Load,6811
03/01/2018 04:00,4.57,,0.0,0.0,71.57,100.0,14400.0,Weekday,Wednesday,Light_Load,4853
03/01/2018 04:15,4.54,4.32,0.0,0.0,72.44,100.0,15300.0,,Wednesday,Light_Load,2586
03/01/2018 04:30,4.61,4.46,0.0,0.0,71.87,100.0,,Weekday,Wednesday,Light_Load,8164
03/01/2018 04:45,4.57,4.32,0.0,0.0,72.67,100.0,17100.0,Weekday,Wednesday,Light_Load,2930
,-1571.8,4.32,0.0,0.0,72.97,,18000.0,Weekday,Wednesday,Light_Load,1365
03/01/2018 05:15,4.54,4.14,0.0,0.0,73.89,100.0,,Weekday,Wednesday,Light_Load,6092
03/01/2018 05:30,4.57,4.21,0.0,0.0,73.55,100.0,19800.0,Weekday,,Light_Load,9837
03/01/2018 05:45,-1571.8,4.43,0.0,0.0,71.8,,,Weekday,Wednesday,Light_Load,1987
03/01/2018 06:00,4.57,4.5,0.0,0.0,71.25,,21600.0,Weekday,,Light_Load,6021
,4.64,4.61,0.0,0.0,70.94,100.0,,,Wednesday,Light_Load,9610
03/01/2018 06:30,4.57,4.36,0.0,0.0,,100.0,23400.0,Weekday,Wednesday,Light_Load,5850
03/01/2018 06:45,-1571.8,4.54,0.0,0.0,71.25,100.0,24300.0,Weekday,Wednesday,Light_Load,7416
03/01/2018 07:00,4.54,4.28,0.0,0.0,72.76,100.0,25200.0,Weekday,Wednesday,,7461
03/01/2018 07:15,4.46,4.18,0.0,0.0,72.96,100.0,26100.0,Weekday,Wednesday,,1571
03/01/2018 07:30,6.12,4.25,0.0,0.0,82.14,100.0,27000.0,Weekday,Wednesday,Light_Load,8522
03/01/2018 07:45,7.92,4.68,0.0,0.0,86.09,100.0,27900.0,Weekday,Wednesday,Light_Load,3057
,9.58,4.36,0.0,0.0,91.02,100.0,28800.0,Weekday,Wednesday,Light_Load,4900
03/01/2018 08:15,37.01,21.56,0.0,0.02,86.41,100.0,29700.0,Weekday,Wednesday,Light_Load,2660
03/01/2018 08:30,74.59,35.86,0.0,0.03,90.13,100.0,30600.0,Weekday,Wednesday,Light_Load,924
,,,0.0,0.05,89.9,100.0,31500.0,Weekday,Wednesday,Light_Load,290
03/01/2018 09:00,105.08,,0.0,0.05,95.71,100.0,32400.0,Weekday,Wednesday,Light_Load,6670
03/01/2018 09:15,121.79,41.26,0.0,0.06,94.71,100.0,33300.0,Weekday,Wednesday,Medium_Load,2458
03/01/2018 09:30,114.48,30.24,0.0,0.05,,100.0,34200.0,Weekday,,Medium_Load,8357
03/01/2018 09:45,74.2,21.96,0.0,0.03,95.89,100.0,35100.0,Weekday,Wednesday,Medium_Load,5684
03/01/2018 10:00,,7.13,0.04,0.02,99.15,100.0,36000.0,Weekday,Wednesday,,3014
03/01/2018 10:15,,25.06,0.0,0.03,200.0,100.0,36900.0,,Wednesday,Maximum_Load,3139
03/01/2018 10:30,58.07,12.24,0.0,0.03,97.85,100.0,37800.0,Weekday,Wednesday,Maximum_Load,2935
03/01/2018 10:45,67.03,15.08,0.0,0.03,97.56,,38700.0,Weekday,Wednesday,Maximum_Load,7891
,74.59,31.64,,0.03,92.06,100.0,39600.0,,Wednesday,Maximum_Load,4952
03/01/2018 11:15,,,0.0,0.03,92.36,100.0,40500.0,Weekday,Wednesday,,7154
03/01/2018 11:30,78.62,,0.0,0.04,,100.0,41400.0,Weekday,Wednesday,Maximum_Load,6558
03/01/2018 11:45,-1571.8,44.17,0.0,0.03,84.28,100.0,42300.0,Weekday,Wednesday,Maximum_Load,28
03/01/2018 12:00,74.05,44.78,0.0,,85.57,100.0,43200.0,Weekday,Wednesday,Maximum_Load,9770
03/01/2018 12:15,11.27,0.5,20.45,0.01,99.9,48.27,44100.0,,Wednesday,Medium_Load,7503
03/01/2018 12:30,8.21,0.0,,0.0,100.0,29.89,,Weekday,Wednesday,Medium_Load,1459
,8.14,0.0,25.56,0.0,100.0,30.34,45900.0,Weekday,Wednesday,Medium_Load,6744
03/01/2018 13:00,7.7,0.0,25.74,0.0,100.0,28.66,46800.0,Weekday,Wednesday,Medium_Load,2672
03/01/2018 13:15,51.26,21.38,6.08,0.02,92.29,99.3,47700.0,,Wednesday,Medium_Load,637
03/01/2018 13:30,,13.64,0.0,0.02,96.81,100.0,48600.0,Weekday,,Medium_Load,5497
03/01/2018 13:45,-1571.8,17.24,0.0,0.03,95.55,,49500.0,Weekday,Wednesday,Medium_Load,6586
03/01/2018 14:00,57.2,,0.0,0.03,95.71,100.0,50400.0,Weekday,Wednesday,Medium_Load,7639
03/01/2018 14:15,76.57,30.6,0.0,0.04,,100.0,51300.0,,Wednesday,Medium_Load,2612
,61.13,20.45,0.0,0.03,94.83,100.0,52200.0,Weekday,Wednesday,Medium_Load,7265
